,latency,x_pos,z_pos,x_conv,z_conv,nodeNr,in_nodeRadius,neighbours,num_neighbours,closest_to_nodeCentroid,node_1st_half,time_diff,time_diff_normalized,distance_to_next,distance_difference
23,18.326,-52.76,38.34,97.5275,79.62,76.0,1,"[56, 60, 90]",3.0,0,1,,,2.192687128230963,0.1408012784032895
24,18.437,-52.21,38.39,97.665,79.6325,76.0,1,"[56, 60, 90]",3.0,0,1,,,2.3307541409458055,0.13806701271484245
25,18.547,-51.66,38.44,97.80250000000001,79.645,76.0,1,"[56, 60, 90]",3.0,0,1,,,2.4688211536606492,0.13806701271484378
26,18.658,-51.11,38.49,97.94,79.6575,76.0,1,"[56, 60, 90]",3.0,0,1,,,2.606888166375479,0.13806701271482957
27,18.769,-50.56,38.55,98.0775,79.6725,76.0,1,"[56, 60, 90]",3.0,0,1,,,2.745203928311712,0.13831576193623318
28,18.881,-50.01,38.63,98.215,79.6925,76.0,1,"[56, 60, 90]",3.0,0,1,,,2.8841508606276167,0.13894693231590471
29,18.992,-49.46,38.71,98.3525,79.71249999999999,76.0,1,"[56, 60, 90]",3.0,0,1,,,3.0230977929435214,0.13894693231590471
30,19.103,-48.91,38.8,98.49000000000001,79.735,76.0,1,"[56, 60, 90]",3.0,0,1,,,3.162426540874453,0.13932874793093175
31,19.214,-48.36,38.89,98.6275,79.7575,76.0,1,"[56, 60, 90]",3.0,0,1,,,3.3017552888053685,0.13932874793091532
32,19.326,-47.81,38.97,98.765,79.7775,76.0,1,"[56, 60, 90]",3.0,0,1,,,3.4407022211212754,0.13894693231590693
33,19.436,-47.3,39.06,98.8925,79.8,76.0,1,"[56, 60, 90]",3.0,0,1,,,3.5701722948835126,0.12947007376223718
34,19.547,-46.88,39.16,98.9975,79.82499999999999,76.0,1,"[56, 60, 90]",3.0,0,1,,,3.678107460608129,0.10793516572461659
35,19.658,-46.5,39.26,99.0925,79.85,76.0,1,"[56, 60, 90]",3.0,0,1,,,3.7763418741300723,0.09823441352194306
36,19.769,-46.14,39.36,99.1825,79.875,76.0,1,"[56, 60, 90]",3.0,0,1,,,3.869749582591424,0.09340770846135182
37,19.881,-45.77,39.45,99.275,79.8975,76.0,1,"[56, 60, 90]",3.0,0,1,,,3.964946746414723,0.09519716382329868
38,19.992,-45.4,39.55,99.3675,79.9225,76.0,1,"[56, 60, 90]",3.0,0,1,,,4.06076558589841,0.09581883948368697
39,20.102,-45.09,39.65,99.445,79.94749999999999,76.0,1,"[56, 60, 90]",3.0,0,1,,,4.142198073272906,0.08143248737449582
40,20.213,-44.79,39.75,99.52,79.9725,76.0,1,"[56, 60, 90]",3.0,0,1,,,4.221255014777119,0.07905694150421372
41,20.347,-44.47,39.85,99.6,79.9975,76.0,1,"[56, 60, 90]",3.0,0,1,,,4.30507028784832,0.08381527307120074
42,20.458,-44.25,39.93,99.655,80.0175,76.0,1,"[56, 60, 90]",3.0,0,1,,,4.363593787401923,0.05852349955360303
43,20.568,-44.03,40.01,99.71000000000001,80.0375,76.0,1,"[56, 60, 90]",3.0,0,1,,,4.422117286955526,0.05852349955360303
44,20.68,-43.82,40.08,99.7625,80.05499999999999,76.0,1,"[56, 60, 90]",3.0,0,1,,,4.477457146008467,0.05533985905294081
45,20.792,-43.63,40.14,99.81,80.07,76.0,1,"[56, 60, 90]",3.0,0,1,,,4.527269293121395,0.04981214711292825
46,20.902,-43.47,40.19,99.85,80.0825,76.0,1,"[56, 60, 90]",3.0,0,1,,,4.569176929656989,0.04190763653559415
47,21.013,-43.36,40.28,99.8775,80.10499999999999,76.0,1,"[56, 60, 90]",3.0,0,1,,,4.604708605665868,0.035531676008878854
48,21.124,-43.19,40.55,99.92,80.1725,76.0,1,"[56, 60, 90]",3.0,0,1,,,4.684473886333597,0.07976528066772914
49,21.235,-43.0,40.89,99.9675,80.2575,76.0,1,"[56, 60, 90]",3.0,0,1,,,4.781845596804343,0.09737171047074611
50,21.346,-42.81,41.2,100.015,80.335,76.0,1,"[56, 60, 90]",3.0,0,1,,,4.872743891617833,0.09089829481348932
51,21.458,-42.56,41.44,100.0775,80.395,76.0,1,"[56, 60, 90]",3.0,0,1,,,4.959382508873651,0.08663861725581867
52,21.569,-42.3,41.65,100.1425,80.44749999999999,76.0,1,"[56, 60, 90]",3.0,0,1,,,5.042936383708988,0.08355387483533683
53,21.679,-42.07,41.84,100.2,80.495,76.0,1,"[56, 60, 90]",3.0,0,1,,,5.117518553159882,0.07458216945089369
54,21.79,-41.87,42.02,100.25,80.53999999999999,76.0,1,"[56, 60, 90]",3.0,0,1,,,5.18478667339524,0.067268120235358
55,21.901,-41.68,42.19,100.2975,80.5825,76.0,1,"[56, 60, 90]",3.0,0,1,,,5.248524417315152,0.06373774391991205
56,22.012,-41.52,42.35,100.3375,80.6225,76.0,1,"[56, 60, 90]",3.0,0,1,,,5.305092959810085,0.05656854249493293
57,22.124,-41.29,42.5,100.395,80.66,76.0,1,"[56, 60, 90]",3.0,0,1,,,5.373740610898803,0.0686476510887184
58,22.234,-40.85,42.54,100.505,80.67,76.0,1,"[56, 60, 90]",3.0,0,1,,,5.484194221070676,0.11045361017187272
59,22.345,-40.34,42.68,100.6325,80.705,76.0,1,"[56, 60, 90]",3.0,0,1,,,5.616410899292447,0.13221667822177086
60,22.457,-39.84,42.91,100.7575,80.76249999999999,76.0,1,"[56, 60, 90]",3.0,0,1,,,5.754001778350613,0.13759087905816614
61,22.568,-39.3,42.96,100.8925,80.77499999999999,76.0,1,"[56, 60, 90]",3.0,0,1,,,5.889579246980181,0.13557746862956765
62,22.678,-38.77,42.93,101.025,80.7675,76.0,1,"[56, 60, 90]",3.0,0,1,,,6.022291341380058,0.13271209439987697
63,22.79,-38.25,42.91,101.155,80.76249999999999,76.0,1,"[56, 60, 90]",3.0,0,1,,,6.152387459692631,0.13009611831257306
64,22.901,-37.72,42.9,101.2875,80.75999999999999,76.0,1,"[56, 60, 90]",3.0,0,1,,,6.284911042499609,0.13252358280697862
65,23.012,-37.3,43.04,101.3925,80.795,76.0,1,"[56, 60, 90]",3.0,0,1,,,6.39559076060551,0.11067971810590027
66,23.124,-36.98,43.22,101.4725,80.84,76.0,1,"[56, 60, 90]",3.0,0,1,,,6.487378559358938,0.0917877987534288
67,23.234,-36.82,43.51,101.5125,80.9125,76.0,1,"[56, 60, 90]",3.0,0,1,,,6.570181035167329,0.08280247580839095
68,23.346,-36.76,43.89,101.5275,81.0075,76.0,1,"[56, 60, 90]",3.0,0,1,,,6.666357955475685,0.09617692030835556
69,23.457,-36.7,44.33,101.5425,81.11749999999999,76.0,1,"[56, 60, 90]",3.0,0,1,,,6.777375972031557,0.11101801655587185
70,23.567,-36.63,44.81,101.56,81.2375,76.0,1,"[56, 60, 90]",3.0,0,1,,,6.89864530038791,0.12126932835635351
71,23.679,-36.57,45.34,101.575,81.37,76.0,1,"[56, 60, 90]",3.0,0,1,,,7.031991653918864,0.13334635353095337
72,23.79,-36.52,45.89,101.5875,81.5075,76.0,1,"[56, 60, 90]",3.0,0,1,,,7.170058666633693,0.13806701271482957
73,23.901,-36.48,46.44,101.5975,81.645,76.0,1,"[56, 60, 90]",3.0,0,1,,,7.307921823423317,0.13786315678962424
74,24.013,-36.45,47.0,101.605,81.785,76.0,1,"[56, 60, 90]",3.0,0,1,,,7.4481225723514175,0.14020074892810008
75,24.124,-36.45,47.54,101.605,81.92,76.0,1,"[56, 60, 90]",3.0,0,1,,,7.583122572351423,0.13500000000000512
76,24.236,-36.49,48.09,101.595,82.0575,76.0,1,"[56, 60, 90]",3.0,0,1,,,7.720985729141049,0.13786315678962602
77,24.346,-36.57,48.63,101.575,82.1925,76.0,1,"[56, 60, 90]",3.0,0,1,,,7.857459169780601,0.13647344063955202
78,24.456,-36.67,49.17,101.55,82.3275,76.0,1,"[56, 60, 90]",3.0,0,1,,,7.994754471958067,0.1372953021774661
79,24.567,-36.78,49.72,101.52250000000001,82.465,76.0,1,"[56, 60, 90]",3.0,0,1,,,8.13497750858187,0.14022303662380242
80,24.678,-36.9,50.26,101.4925,82.6,76.0,1,"[56, 60, 90]",3.0,0,1,,,8.273270675441253,0.1382931668593841
81,24.79,-37.01,50.8,101.465,82.735,76.0,1,"[56, 60, 90]",3.0,0,1,,,8.411043132775808,0.13777245733455423
82,24.901,-37.15,51.34,101.43,82.87,76.0,1,"[56, 60, 90]",3.0,0,1,,,8.550506389585625,0.13946325680981708
83,25.012,-37.3,51.87,101.3925,83.0025,76.0,1,"[56, 60, 90]",3.0,0,1,,,8.688210783124825,0.1377043935392006
84,25.113,-37.5,52.33,101.3425,83.11749999999999,76.0,1,"[56, 60, 90]",3.0,0,1,,,8.813610145164663,0.12539936203983792
85,25.224,-37.76,52.82,101.2775,83.24,76.0,1,"[56, 60, 90]",3.0,0,1,,,8.95228692764825,0.1386767824835875
86,25.335,-38.03,53.3,101.21000000000001,83.36,76.0,1,"[56, 60, 90]",3.0,0,1,,,9.089968625778395,0.13768169813014453
87,25.444,-38.31,53.79,101.14,83.4825,76.0,1,"[56, 60, 90]",3.0,0,1,,,9.231058136373626,0.141089510595231
88,25.556,-38.58,54.27,101.0725,83.60249999999999,76.0,1,"[56, 60, 90]",3.0,0,1,,,9.36873983450376,0.13768169813013387
89,25.667,-38.85,54.76,101.005,83.725,76.0,1,"[56, 60, 90]",3.0,0,1,,,9.50860584181076,0.13986600730700083
90,25.778,-39.12,55.24,100.9375,83.845,76.0,1,"[56, 60, 90]",3.0,0,1,,,9.646287539940905,0.13768169813014453
91,25.889,-39.4,55.73,100.8675,83.9675,76.0,1,"[56, 60, 90]",3.0,0,1,,,9.78737705053613,0.1410895105952239
92,26.0,-39.67,56.21,100.8,84.08749999999999,76.0,1,"[56, 60, 90]",3.0,0,1,,,9.925058748666268,0.1376816981301392
93,26.112,-39.95,56.69,100.73,84.2075,76.0,1,"[56, 60, 90]",3.0,0,1,,,10.063983188560767,0.13892443989449887
94,26.223,-40.24,57.17,100.6575,84.3275,76.0,1,"[56, 60, 90]",3.0,0,1,,,10.204183937488873,0.1402007489281054
95,26.335,-40.53,57.65,100.58500000000001,84.44749999999999,76.0,1,"[56, 60, 90]",3.0,0,1,,,10.344384686416959,0.14020074892808587
96,26.443,-40.82,58.12,100.5125,84.565,76.0,1,"[56, 60, 90]",3.0,0,1,,,10.482451699131808,0.1380670127148491
97,26.555,-41.11,58.59,100.44,84.6825,76.0,1,"[56, 60, 90]",3.0,0,1,,,10.620518711846657,0.1380670127148491
98,26.666,-41.4,59.06,100.3675,84.8,76.0,1,"[56, 60, 90]",3.0,0,1,,,10.758585724561486,0.13806701271482957
99,26.778,-41.7,59.53,100.2925,84.91749999999999,76.0,1,"[56, 60, 90]",3.0,0,1,,,10.897981743155988,0.13939601859450157
100,26.876,-41.96,59.94,100.2275,85.02,76.0,1,"[56, 60, 90]",3.0,0,1,,,11.019354104095376,0.12137236093938775
101,26.988,-42.25,60.41,100.155,85.13749999999999,76.0,1,"[56, 60, 90]",3.0,0,1,,,11.157421116810212,0.13806701271483668
102,27.099,-42.55,60.87,100.08,85.2525,76.0,1,"[56, 60, 90]",3.0,0,1,,,11.294716418987681,0.13729530217746877
103,27.21,-42.84,61.34,100.0075,85.37,76.0,1,"[56, 60, 90]",3.0,0,1,,,11.43278343170253,0.1380670127148491
104,27.321,-43.13,61.82,99.935,85.49,76.0,1,"[56, 60, 90]",3.0,0,1,,,11.572984180630616,0.14020074892808587
105,27.432,-43.43,62.29,99.86,85.6075,76.0,1,"[56, 60, 90]",3.0,0,1,,,11.71238019922513,0.139396018594514
106,27.543,-43.79,62.72,99.77,85.715,76.0,1,"[56, 60, 90]",3.0,0,1,,,11.852580948153234,0.14020074892810364
107,27.644,-44.13,63.09,99.685,85.8075,76.0,1,"[56, 60, 90]",3.0,0,1,,,11.978204393417242,0.12562344526400793
108,27.754,-44.51,63.5,99.59,85.91,76.0,1,"[56, 60, 90]",3.0,0,1,,,12.117958642010972,0.13975424859373042
109,27.865,-44.89,63.9,99.495,86.00999999999999,,0,,,0,0,,,12.255889784252304,0.13793114224133163
110,27.977,-45.27,64.31,99.4,86.1125,,0,,,0,0,,,12.395644032846045,0.13975424859374108
111,28.089,-45.66,64.71,99.30250000000001,86.21249999999999,,0,,,0,0,,,12.535308810080673,0.13966477723462845
112,28.2,-46.04,65.11,99.2075,86.3125,,0,,,0,0,,,12.673239952322026,0.13793114224135294
113,28.311,-46.42,65.52,99.1125,86.41499999999999,,0,,,0,0,,,12.812994200915757,0.13975424859373042
114,28.422,-46.8,65.92,99.0175,86.515,,0,,,0,0,,,12.950925343157099,0.13793114224134229
115,28.533,-47.18,66.32,98.9225,86.615,,0,,,0,0,,,13.08885648539843,0.13793114224133163
116,28.644,-47.57,66.72,98.825,86.715,,0,,,0,0,,,13.228521262633068,0.13966477723463733
117,28.754,-47.95,67.11,98.73,86.8125,,0,,,0,0,,,13.364650796533684,0.13612953390061655
118,28.864,-48.34,67.5,98.6325,86.91,,0,,,0,0,,,13.502536618865067,0.13788582233138236
119,28.976,-48.72,67.9,98.5375,87.00999999999999,,0,,,0,0,,,13.640467761106398,0.13793114224133163
120,29.087,-49.1,68.3,98.4425,87.11,,0,,,0,0,,,13.77839890334774,0.13793114224134229
121,29.198,-49.49,68.7,98.345,87.21,,0,,,0,0,,,13.91806368058237,0.13966477723462845
122,29.309,-49.87,69.1,98.25,87.31,,0,,,0,0,,,14.055994822823711,0.13793114224134229
123,29.42,-50.25,69.5,98.155,87.41,,0,,,0,0,,,14.193925965065043,0.13793114224133163
124,29.531,-50.64,69.91,98.0575,87.51249999999999,,0,,,0,0,,,14.335391508572986,0.14146554350794283
125,29.642,-51.02,70.31,97.9625,87.6125,,0,,,0,0,,,14.473322650814328,0.13793114224134229
126,29.753,-51.41,70.71,97.86500000000001,87.71249999999999,,0,,,0,0,,,14.612987428048957,0.13966477723462845
127,29.865,-51.79,71.12,97.77,87.815,,0,,,0,0,,,14.752741676642707,0.13975424859374996
128,29.976,-52.17,71.53,97.675,87.91749999999999,,0,,,0,0,,,14.892495925236437,0.13975424859373042
129,30.075,-52.51,71.89,97.59,88.0075,,0,,,0,0,,,15.016290109267835,0.1237941840313983
130,30.186,-52.9,72.3,97.4925,88.11,,0,,,0,0,,,15.157755652775789,0.14146554350795348
131,30.297,-53.28,72.71,97.39750000000001,88.21249999999999,,0,,,0,0,,,15.29750990136952,0.13975424859373042
132,30.409,-53.67,73.12,97.3,88.315,,0,,,0,0,,,15.438975444877482,0.14146554350796237
133,30.519,-54.05,73.51,97.205,88.4125,,0,,,0,0,,,15.575104978778098,0.13612953390061655
134,31.075,-54.29,73.84,97.145,88.495,,0,,,0,0,,,15.677116007593623,0.10201102881552515
135,31.186,-54.51,74.35,97.09,88.6225,,0,,,0,0,,,15.815972948363607,0.13885694076998334
136,31.297,-54.48,74.91,97.0975,88.76249999999999,,0,,,0,0,,,15.956173697291693,0.14020074892808587
137,31.408,-54.42,75.46,97.1125,88.89999999999999,,0,,,0,0,,,16.094489459227926,0.13831576193623363
138,31.742,-54.52,75.87,97.0875,89.0025,,0,,,0,0,,,16.199994198457976,0.10550473923004944
139,31.853,-54.7,76.4,97.0425,89.13499999999999,,0,,,0,0,,,16.339927218149533,0.1399330196915578
140,31.953,-54.85,76.85,97.005,89.2475,,0,,,0,0,,,16.45851263040586,0.11858541225632635
141,33.451,-54.9,76.94,96.9925,89.27,,0,,,0,0,,,16.484251705758318,0.02573907535245823
142,33.563,-55.22,77.23,96.9125,89.3425,,0,,,0,0,,,16.592215820166775,0.10796411440845688
143,33.662,-55.58,77.57,96.8225,89.4275,,0,,,0,0,,,16.71601000419816,0.12379418403138587
144,33.774,-55.88,78.03,96.7475,89.54249999999999,,0,,,0,0,,,16.853305306375617,0.13729530217745634
145,33.885,-56.14,78.51,96.6825,89.6625,,0,,,0,0,,,16.989778747015183,0.13647344063956623
146,33.996,-56.28,79.04,96.64750000000001,89.795,,0,,,0,0,,,17.126823447751846,0.13704470073666286
147,35.007,-56.26,79.19,96.6525,89.8325,,0,,,0,0,,,17.164655312627893,0.03783186487604695
148,35.329,-56.45,79.73,96.605,89.9675,,0,,,0,0,,,17.307768030441515,0.14311271781362223
149,35.441,-56.58,79.79,96.5725,89.9825,,0,,,0,0,,,17.343562583099704,0.03579455265818865
150,35.551,-56.65,79.81,96.555,89.9875,,0,,,0,0,,,17.361762857822903,0.018200274723199072
151,36.084,-56.62,79.79,96.5625,89.9825,,0,,,0,0,,,17.370776736011553,0.009013878188650182
152,36.528,-55.35,79.25,96.88,89.8475,,0,,,0,0,,,17.71578579386366,0.34500905785210634
153,36.64,-54.91,79.08,96.99000000000001,89.80499999999999,,0,,,0,0,,,17.83371055801438,0.11792476415072173
154,36.75,-54.43,78.87,97.11,89.7525,,0,,,0,0,,,17.964692426988666,0.13098186897428477
155,36.861,-54.13,78.42,97.185,89.64,,0,,,0,0,,,18.099900599818564,0.1352081728298984
156,37.195,-53.92,78.05,97.2375,89.5475,,0,,,0,0,,,18.206260836749475,0.1063602369309109
157,37.306,-53.55,77.7,97.33,89.46,,0,,,0,0,,,18.33358915253195,0.12732831578247428
158,37.417,-53.13,77.35,97.435,89.3725,,0,,,0,0,,,18.470268521860312,0.13667936932836255
159,37.527,-52.61,77.25,97.565,89.3475,,0,,,0,0,,,18.602650544809045,0.13238202294873247
160,37.639,-52.07,77.35,97.7,89.3725,,0,,,0,0,,,18.73994584698651,0.137295302177467
161,38.082,-52.06,77.54,97.7025,89.42,,0,,,0,0,,,18.787511590962612,0.047565743976100805
162,38.194,-52.31,78.03,97.64,89.54249999999999,,0,,,0,0,,,18.92503431635735,0.13752272539473864
163,38.305,-52.67,78.23,97.55,89.5925,,0,,,0,0,,,19.02799061776723,0.1029563014098791
164,38.416,-52.95,78.34,97.48,89.62,,0,,,0,0,,,19.103198662549683,0.07520804478245324
165,38.527,-53.2,78.44,97.4175,89.645,,0,,,0,0,,,19.17051322263886,0.06731456008917647
166,38.638,-53.44,78.54,97.3575,89.67,,0,,,0,0,,,19.235513222638865,0.06500000000000483
167,38.749,-53.75,78.66,97.28,89.69999999999999,,0,,,0,0,,,19.318617073331833,0.083103850692968
168,38.861,-54.1,78.8,97.1925,89.735,,0,,,0,0,,,19.412857457456695,0.09424038412486269
169,39.526,-54.75,79.08,97.03,89.80499999999999,,0,,,0,0,,,19.589793180248893,0.17693572279219794
170,39.638,-55.27,79.24,96.9,89.845,,0,,,0,0,,,19.725807885336245,0.13601470508735147
171,39.749,-55.29,79.24,96.895,89.845,,0,,,0,0,,,19.730807885336255,0.005000000000009663
172,40.526,-55.27,79.25,96.9,89.8475,,0,,,0,0,,,19.736398055280013,0.005590169943758383
173,40.738,-55.25,79.27,96.905,89.85249999999999,,0,,,0,0,,,19.74346912309187,0.00707106781185729
174,41.061,-55.21,79.27,96.915,89.85249999999999,,0,,,0,0,,,19.753469123091875,0.010000000000005116
175,41.948,-55.23,79.12,96.91,89.815,,0,,,0,0,,,19.791300987967926,0.0378318648760505
176,42.615,-55.22,79.1,96.9125,89.81,,0,,,0,0,,,19.79689115791167,0.005590169943744172
177,43.393,-55.2,79.11,96.9175,89.8125,,0,,,0,0,,,19.80248132785543,0.005590169943758383
178,43.67,-55.21,79.2,96.915,89.835,,0,,,0,0,,,19.825119790700764,0.022638462845335994
179,44.326,-55.29,79.27,96.895,89.85249999999999,,0,,,0,0,,,19.85169515523261,0.02657536453184406
180,44.425,-55.5,79.35,96.8425,89.8725,,0,,,0,0,,,19.90787566786822,0.05618051263560986
181,44.535,-55.77,79.45,96.775,89.8975,,0,,,0,0,,,19.979856568112652,0.0719809002444336
182,44.646,-56.03,79.55,96.71000000000001,89.9225,,0,,,0,0,,,20.049498509498573,0.06964194138592106
183,44.758,-56.37,79.69,96.625,89.9575,,0,,,0,0,,,20.14142239105283,0.09192388155425846
184,44.869,-56.77,79.84,96.525,89.995,,0,,,0,0,,,20.2482224378693,0.10680004681646693
185,44.981,-57.17,79.99,96.425,90.0325,,0,,,0,0,,,20.355022484685772,0.10680004681647404
186,45.091,-57.56,80.12,96.3275,90.065,,0,,,0,0,,,20.45779650864124,0.10277402395546886
187,45.213,-57.99,80.27,96.22,90.10249999999999,,0,,,0,0,,,20.5716494840086,0.11385297536735806
188,45.324,-58.36,80.4,96.1275,90.13499999999999,,0,,,0,0,,,20.66969284176424,0.098043357755639
189,45.435,-58.73,80.52,96.035,90.16499999999999,,0,,,0,0,,,20.766936093458124,0.09724325169388592
190,45.546,-59.09,80.64,95.945,90.195,,0,,,0,0,,,20.86180442326318,0.0948683298050561
191,45.658,-59.42,80.7,95.8625,90.21,,0,,,0,0,,,20.945656972419417,0.08385254915623719
192,45.769,-59.75,80.77,95.78,90.22749999999999,,0,,,0,0,,,21.02999261138658,0.08433563896716123
193,45.88,-60.1,80.86,95.6925,90.25,,0,,,0,0,,,21.12033916638455,0.0903465549979714
194,45.991,-60.45,80.96,95.605,90.27499999999999,,0,,,0,0,,,21.211340540000545,0.09100137361599536
195,46.101,-60.79,81.05,95.52,90.2975,,0,,,0,0,,,21.299268066975902,0.08792752697535633
196,46.213,-61.13,81.14,95.435,90.32,,0,,,0,0,,,21.38719559395124,0.08792752697533857
197,46.324,-61.48,81.24,95.3475,90.345,,0,,,0,0,,,21.478196967567253,0.09100137361601313
198,46.435,-61.82,81.33,95.2625,90.36749999999999,,0,,,0,0,,,21.566124494542592,0.08792752697533857
199,46.546,-62.15,81.42,95.18,90.39,,0,,,0,0,,,21.651637651425027,0.08551315688243477
200,46.657,-62.44,81.5,95.1075,90.41,,0,,,0,0,,,21.726845696207487,0.07520804478246035
201,46.768,-62.67,81.56,95.05,90.425,,0,,,0,0,,,21.786270017827515,0.05942432162002831
202,46.88,-62.9,81.63,94.9925,90.4425,,0,,,0,0,,,21.846374094228363,0.06010407640084736
203,46.991,-63.12,81.7,94.9375,90.46,,0,,,0,0,,,21.904091076131444,0.05771698190308072
204,47.09,-63.3,81.73,94.8925,90.4675,,0,,,0,0,,,21.949711795108684,0.04562071897723996
205,47.202,-63.5,81.77,94.8425,90.47749999999999,,0,,,0,0,,,22.000701990244607,0.050990195135923955
206,47.312,-63.7,81.81,94.7925,90.4875,,0,,,0,0,,,22.051692185380535,0.05099019513592751
207,47.423,-63.9,81.84,94.7425,90.495,,0,,,0,0,,,22.102251556420924,0.05055937104038932
208,47.534,-64.1,81.86,94.6925,90.5,,0,,,0,0,,,22.15250093452654,0.05024937810561525
209,47.645,-64.3,81.88,94.6425,90.505,,0,,,0,0,,,22.20275031263214,0.05024937810560104
210,47.757,-64.49,81.9,94.595,90.50999999999999,,0,,,0,0,,,22.250512745568496,0.047762432936355737
211,47.868,-64.7,81.92,94.5425,90.515,,0,,,0,0,,,22.303250303342814,0.05273755777431788
212,47.979,-64.91,81.95,94.49000000000001,90.5225,,0,,,0,0,,,22.3562833119318,0.05303300858898652
213,48.09,-65.11,81.99,94.44,90.5325,,0,,,0,0,,,22.407273507067742,0.05099019513594172
214,48.201,-65.31,82.03,94.39,90.54249999999999,,0,,,0,0,,,22.458263702203666,0.050990195135923955
215,48.311,-65.48,82.07,94.3475,90.5525,,0,,,0,0,,,22.501924325195105,0.04366062299143891
216,48.423,-65.63,82.1,94.31,90.56,,0,,,0,0,,,22.54016697154705,0.038242646351942966
217,48.533,-65.76,82.15,94.2775,90.57249999999999,,0,,,0,0,,,22.574987942240003,0.0348209706929552
218,48.756,-65.81,82.19,94.265,90.5825,,0,,,0,0,,,22.590995752833592,0.0160078105935888
219,48.978,-66.17,82.26,94.175,90.6,,0,,,0,0,,,22.68268135693806,0.09168560410446602
220,49.09,-66.59,82.33,94.07,90.61749999999999,,0,,,0,0,,,22.789129701218283,0.1064483442802242
221,49.2,-66.99,82.4,93.97,90.63499999999999,,0,,,0,0,,,22.890649403739513,0.10151970252123022
222,49.31,-67.38,82.47,93.8725,90.6525,,0,,,0,0,,,22.989707467520308,0.09905806378079518
223,49.422,-67.76,82.54,93.7775,90.67,,0,,,0,0,,,23.086305862952116,0.09659839543180837
224,49.534,-68.11,82.61,93.69,90.6875,,0,,,0,0,,,23.175538704439994,0.08923284148787758
225,49.645,-68.45,82.67,93.605,90.7025,,0,,,0,0,,,23.26185208694815,0.08631338250815546
226,49.756,-68.79,82.73,93.52,90.7175,,0,,,0,0,,,23.34816546945632,0.08631338250816967
227,49.868,-69.14,82.78,93.4325,90.72999999999999,,0,,,0,0,,,23.436553817104627,0.0883883476483085
228,49.99,-69.46,82.79,93.3525,90.7325,,0,,,0,0,,,23.516592870072536,0.08003905296790848
