latency,type,in_nodeRadius,closest_to_nodeCentroid,time_diff_normalized,node_1st_half,num_neighbours
99.48229319463671,Background,0.0,0.0,0.5321503631381519,0.0,
100.12529319463671,Background,0.0,0.0,0.5150442948735,0.0,
100.3812931946367,Background,0.0,0.0,0.508233791800793,0.0,
100.7802931946367,Background,0.0,0.0,0.4976189842773153,0.0,
101.0482931946367,Background,,,,,
101.5702931946367,Background,0.0,0.0,0.476602197451382,0.0,
101.7922931946367,Background,0.0,0.0,0.4706962143180187,0.0,
102.1032931946367,Background,0.0,0.0,0.4624225172257841,0.0,
102.66929319463671,Background,,,,,
102.95829319463671,Background,0.0,0.0,0.4396765011040462,0.0,
103.0252931946367,Background,0.0,0.0,0.4378940647529863,0.0,
103.36929319463671,Other_Buildings,0.0,0.0,0.4287424512490355,0.0,
103.6362931946367,Other_Buildings,0.0,0.0,0.4216393093724227,0.0,
104.0242931946367,Other_Buildings,0.0,0.0,0.4113171406528507,0.0,
104.27929319463671,Other_Buildings,0.0,0.0,0.4045332411077708,0.0,
104.6582931946367,Other_Buildings,0.0,0.0,0.3944505041368487,0.0,
104.9242931946367,TaskBuilding_Public,,,,,
105.2372931946367,Other_Buildings,,,,,
105.5012931946367,TaskBuilding_Public,,,,,
105.7902931946367,Other_Buildings,,,,,
106.0132931946367,Other_Buildings,,,,,
106.2242931946367,TaskBuilding_Public,0.0,0.0,0.3527893798717711,0.0,
106.35729319463671,TaskBuilding_Public,,,,,
106.84529319463671,Other_Buildings,,,,,
107.0812931946367,Other_Buildings,,,,,
107.4112931946367,Other_Buildings,,,,,
107.73229319463671,Other_Buildings,,,,,
107.9892931946367,Other_Buildings,,,,,
108.1672931946367,TaskBuilding_Public,0.0,0.0,0.3010987256910268,0.0,
108.3902931946367,Background,0.0,0.0,0.2951661390300356,0.0,
108.5452931946367,Other_Buildings,0.0,0.0,0.2910425922477322,0.0,
108.8222931946367,Other_Buildings,0.0,0.0,0.2836734150948418,0.0,
109.0552931946367,Other_Buildings,0.0,0.0,0.2774747931575728,0.0,
110.57729319463671,Background,0.0,0.0,0.2369842241081166,0.0,
110.7222931946367,Background,0.0,0.0,0.233126712602091,0.0,
111.1112931946367,Other_Buildings,0.0,0.0,0.2227779403548912,0.0,
111.48829319463671,Background,0.0,0.0,0.2127484104392241,0.0,
111.8772931946367,Background,0.0,0.0,0.2023996381920243,0.0,
112.4542931946367,Background,0.0,0.0,0.1870494027508048,0.0,
112.6322931946367,Background,0.0,0.0,0.182313974833063,0.0,
113.0212931946367,Other_Buildings,,,,,
113.6862931946367,Background,,,,,
113.99729319463671,Background,,,,,
114.27629319463671,Background,0.0,0.0,0.1385777754130198,0.0,
114.6092931946367,Background,,,,,
114.9542931946367,Background,,,,,
115.3872931946367,Background,1.0,0.0,0.1090212562185748,1.0,3.0
116.1412931946367,Background,1.0,0.0,0.0889621963872411,1.0,3.0
116.4842931946367,Background,1.0,0.0,0.0798371864109181,1.0,3.0
116.9632931946367,Background,1.0,0.0,0.0670940966772195,1.0,3.0
117.37529319463671,Background,1.0,0.0,0.0561334432945808,1.0,3.0
118.1412931946367,Background,1.0,0.0,0.0357551411317142,1.0,3.0
118.4632931946367,Background,1.0,0.0,0.0271888052355743,1.0,3.0
119.7182931946367,Background,1.0,0.0,0.9955916297725812,1.0,3.0
120.2962931946367,Background,1.0,0.0,0.9846558444015592,1.0,3.0
120.6742931946367,Background,1.0,0.0,0.9775040678094374,1.0,3.0
120.99429319463671,Background,,,,,
121.2842931946367,Background,,,,,
121.5842931946367,Background,,,,,
123.3832931946367,Background,1.0,0.0,0.926249668899232,1.0,3.0
123.5842931946367,Background,1.0,0.0,0.9224467400764372,1.0,3.0
123.91629319463671,Other_Buildings,1.0,0.0,0.9161652855034624,1.0,3.0
124.5612931946367,Background,1.0,0.0,0.9039618571915088,1.0,3.0
124.6712931946367,Background,1.0,0.0,0.9018806523631137,1.0,3.0
125.03829319463671,Background,1.0,0.0,0.8949369962538314,1.0,3.0
125.3842931946367,Background,1.0,0.0,0.8883906610663339,1.0,3.0
125.6472931946367,Background,1.0,0.0,0.8834146895220798,1.0,3.0
126.3702931946367,Background,1.0,0.0,0.8697354977863551,1.0,3.0
126.6242931946367,Background,,,,,
127.09229319463671,Background,1.0,0.0,0.8560752260945246,1.0,3.0
127.5812931946367,Background,1.0,0.0,0.8468233246301133,1.0,3.0
127.9692931946367,Background,1.0,0.0,0.8394823475990465,1.0,3.0
128.0582931946367,Background,1.0,0.0,0.8377984636924359,1.0,3.0
128.3582931946367,Background,1.0,0.0,0.8321224505240854,1.0,3.0
128.77129319463668,Background,1.0,0.0,0.8243084723956562,1.0,4.0
129.17029319463668,Background,1.0,0.0,0.81675937488175,1.0,4.0
129.7132931946367,Background,1.0,0.0,0.8064857910470353,1.0,4.0
129.8922931946367,Background,1.0,0.0,0.8030991031899195,1.0,4.0
130.3922931946367,Background,1.0,0.0,0.7936390812426686,1.0,4.0
130.82329319463668,Background,1.0,0.0,0.7854845423241386,1.0,4.0
131.1362931946367,Background,1.0,0.0,0.7795625685851592,1.0,4.0
131.42529319463668,Background,1.0,0.0,0.7740946758996484,1.0,4.0
131.65829319463668,Background,1.0,0.0,0.7696863056722294,1.0,4.0
131.97829319463668,Background,1.0,0.0,0.7636318916259889,1.0,4.0
132.56929319463669,Background,1.0,0.0,0.7524501456843382,1.0,4.0
132.9892931946367,Background,,,,,
133.4222931946367,Background,,,,,
133.9352931946367,Background,,,,,
134.2562931946367,Background,1.0,0.0,0.7205320316343133,1.0,4.0
134.9682931946367,Background,,,,,
135.26529319463668,Background,,,,,
135.5552931946367,Other_Buildings,,,,,
135.96629319463668,Background,,,,,
136.3572931946367,Background,,,,,
136.66429319463668,Background,1.0,0.0,0.6749725659363532,1.0,4.0
136.7872931946367,Background,1.0,0.0,0.6726454005373291,1.0,4.0
137.0552931946367,Background,,,,,
137.4642931946367,TaskBuilding_Public,,,,,
137.77629319463668,TaskBuilding_Public,,,,,
138.00929319463668,TaskBuilding_Public,,,,,
138.6972931946367,TaskBuilding_Public,,,,,
138.85429319463668,Background,1.0,0.0,0.6335376698073942,1.0,4.0
138.94229319463668,Background,1.0,0.0,0.6318727059446781,1.0,4.0
139.09729319463668,Background,1.0,0.0,0.6289400991410303,1.0,4.0
140.49729319463668,Background,1.0,0.0,0.6024520376887277,1.0,4.0
140.9412931946367,Background,,,,,
141.22929319463668,Background,1.0,0.0,0.5886025655579523,1.0,4.0
142.31829319463668,Background,,,,,
142.6292931946367,Background,,,,,
142.89529319463668,Background,,,,,
143.0172931946367,Background,,,,,
143.3392931946367,Background,,,,,
143.69429319463669,Background,,,,,
144.5062931946367,Background,,,,,
145.0062931946367,Background,,,,,
145.71629319463668,Background,,,,,
145.9832931946367,Background,,,,,
146.2602931946367,Background,,,,,
146.5722931946367,Background,,,,,
147.0602931946367,Background,,,,,
147.25929319463668,Background,,,,,
147.70529319463668,Background,,,,,
148.02629319463668,Background,,,,,
148.8262931946367,Background,,,,,
149.1262931946367,Background,,,,,
149.5602931946367,Background,,,,,
149.9042931946367,Background,,,,,
150.1602931946367,Background,1.0,0.0,0.4196276535361563,1.0,4.0
150.6492931946367,Background,,,,,
151.0362931946367,Background,,,,,
151.2722931946367,Background,,,,,
151.4922931946367,TaskBuilding_Public,,,,,
151.74729319463668,TaskBuilding_Public,,,,,
152.1002931946367,Background,,,,,
152.3462931946367,Background,,,,,
152.6682931946367,Other_Buildings,,,,,
152.9032931946367,TaskBuilding_Public,,,,,
153.3702931946367,Other_Buildings,,,,,
153.6482931946367,Background,1.0,0.0,0.3536345404321339,1.0,4.0
154.0042931946367,Background,,,,,
154.6372931946367,Background,,,,,
155.0012931946367,Background,,,,,
155.49729319463668,TaskBuilding_Public,,,,,
155.56829319463668,TaskBuilding_Public,,,,,
156.0242931946367,TaskBuilding_Public,,,,,
156.6902931946367,Other_Buildings,,,,,
156.95529319463668,Background,1.0,0.0,0.2910659552730165,1.0,4.0
157.4342931946367,Background,,,,,
157.7782931946367,Background,,,,,
158.07929319463668,Background,,,,,
158.6022931946367,Background,,,,,
158.97929319463668,Background,,,,,
160.16929319463668,Background,1.0,0.0,0.2302569341960876,1.0,4.0
160.52129319463668,Background,,,,,
160.8222931946367,Background,,,,,
161.38929319463668,Background,1.0,0.0,0.2071744806447954,1.0,4.0
161.6562931946367,Background,1.0,0.0,0.2021228289249629,1.0,4.0
162.1772931946367,Background,1.0,0.0,0.1922654860559277,1.0,4.0
162.4882931946367,Background,1.0,0.0,0.1863813524047375,1.0,4.0
162.93229319463669,Background,1.0,0.0,0.1779808529155789,1.0,4.0
163.2542931946367,Background,1.0,0.0,0.1718885987815493,1.0,4.0
163.8102931946367,TaskBuilding_Public,1.0,0.0,0.161369054376206,1.0,4.0
164.6962931946367,Background,1.0,0.0,0.1446058954856775,1.0,3.0
165.35429319463668,Background,1.0,0.0,0.1321565066030955,1.0,3.0
165.95429319463668,Background,,,,,
166.26529319463668,TaskBuilding_Public,1.0,0.0,0.1149203466152043,1.0,3.0
166.49729319463668,TaskBuilding_Public,1.0,0.0,0.1105308964316799,1.0,3.0
166.8972931946367,TaskBuilding_Public,1.0,0.0,0.1029628788738791,1.0,3.0
167.4182931946367,Background,1.0,0.0,0.0931055360048433,1.0,3.0
167.49629319463668,Background,1.0,0.0,0.0916297725810727,1.0,3.0
167.6732931946367,Background,1.0,0.0,0.0882809248117455,1.0,3.0
167.89529319463668,Background,1.0,0.0,0.0840806750671664,1.0,3.0
168.22829319463668,Background,1.0,0.0,0.0777803004502974,1.0,3.0
168.5522931946367,Background,,,,,
168.89529319463668,TaskBuilding_Public,1.0,0.0,0.0651606311726646,1.0,3.0
169.22829319463668,Background,1.0,0.0,0.0588602565557955,1.0,3.0
169.6052931946367,Background,1.0,0.0,0.0517274000075681,1.0,3.0
170.14029319463668,Background,1.0,0.0,0.0416051765240097,1.0,3.0
170.3622931946367,Background,1.0,0.0,0.0374049267794302,1.0,3.0
170.9942931946367,Background,1.0,0.0,0.0254474590381049,1.0,3.0
171.61629319463668,Background,1.0,0.0,0.013679191735725,1.0,3.0
171.86029319463668,Background,1.0,0.0,0.0090627010254666,1.0,3.0
172.2842931946367,Background,1.0,0.0,0.0010406024141977,1.0,3.0
172.63929319463668,Background,1.0,0.0,0.9634547447923032,0.0,3.0
172.9512931946367,Background,1.0,0.0,0.925447679376295,0.0,3.0
173.3622931946367,Background,1.0,0.0,0.8753806797417474,0.0,3.0
173.65129319463668,Background,1.0,0.0,0.840175417224999,0.0,3.0
173.7842931946367,Background,1.0,0.0,0.8239736874162513,0.0,3.0
174.0062931946367,Background,1.0,0.0,0.7969301985625532,0.0,3.0
174.80629319463668,Background,1.0,0.0,0.6994761846753583,0.0,3.0
174.95029319463669,Background,1.0,0.0,0.6819344621756622,0.0,3.0
175.7572931946367,Background,,,,,
176.0832931946367,Background,,,,,
176.34829319463668,Background,1.0,0.0,0.511633572907786,0.0,3.0
176.7682931946367,Background,1.0,0.0,0.4604702156170057,0.0,3.0
177.0352931946367,Background,1.0,0.0,0.4279449384821542,0.0,3.0
177.6832931946367,Background,1.0,0.0,0.3490071872335251,0.0,3.0
178.03829319463668,Background,1.0,0.0,0.3057619685710827,1.0,3.0
178.2602931946367,Background,1.0,0.0,0.2787184797173845,1.0,3.0
178.6602931946367,Background,1.0,0.0,0.2299914727737854,1.0,3.0
179.2672931946367,Background,1.0,0.0,0.1560482397368748,1.0,3.0
179.9822931946367,Background,1.0,0.0,0.0689487148251921,1.0,3.0
180.36029319463668,Background,1.0,0.0,0.0229016932634933,1.0,3.0
180.7252931946367,Background,1.0,0.0,0.988243889479278,0.0,3.0
180.92529319463668,Background,1.0,0.0,0.974960148777897,0.0,3.0
181.22229319463668,Background,1.0,0.0,0.9552337938363458,0.0,3.0
182.00329319463668,Background,1.0,0.0,0.9033607863974504,0.0,3.0
182.2252931946367,Other_Buildings,1.0,0.0,0.8886158342189164,0.0,3.0
182.3582931946367,Other_Buildings,1.0,0.0,0.8797821466524971,0.0,3.0
182.49129319463668,Other_Buildings,1.0,0.0,0.8709484590860795,0.0,3.0
182.9472931946367,Other_Buildings,0.0,0.0,0.8406615302869286,0.0,
183.0132931946367,Background,0.0,0.0,0.8362778958554725,0.0,
183.2452931946367,Background,0.0,0.0,0.82086875664187,0.0,
183.5582931946367,Background,0.0,0.0,0.8000797024442087,0.0,
183.8802931946367,Background,0.0,0.0,0.7786928799149843,0.0,
184.94229319463668,Background,0.0,0.0,0.7081562167906494,0.0,
185.6132931946367,Background,0.0,0.0,0.6635892667375131,0.0,
185.9572931946367,Background,0.0,0.0,0.6407412327311373,0.0,
186.4222931946367,Background,0.0,0.0,0.609856535600425,0.0,
186.74629319463668,Background,0.0,0.0,0.588336875664188,0.0,
187.3682931946367,TaskBuilding_Residential,0.0,0.0,0.5470244420828905,0.0,
187.97829319463668,Background,0.0,0.0,0.5065090329436778,0.0,
188.1682931946367,Background,1.0,0.0,0.4938894792773636,1.0,3.0
188.30029319463668,TaskBuilding_Residential,1.0,0.0,0.4851222104144534,1.0,3.0
189.0552931946367,Background,1.0,0.0,0.4349760892667365,1.0,3.0
189.46629319463668,Other_Buildings,1.0,0.0,0.4076780021253993,1.0,3.0
189.69929319463668,Background,1.0,0.0,0.3922024442082896,1.0,3.0
190.1292931946367,Background,1.0,0.0,0.3636424017003188,1.0,3.0
