latency,type,in_nodeRadius,closest_to_nodeCentroid,time_diff_normalized,node_1st_half,num_neighbours
112.89139759709313,Background,,,,,
112.91739759709313,Background,,,,,
113.21739759709313,Background,,,,,
115.16239759709313,Background,,,,,
115.36139759709313,Background,,,,,
118.54839759709313,Background,1.0,0.0,,1.0,3.0
118.95939759709313,Background,1.0,0.0,,1.0,3.0
119.29239759709313,Background,1.0,0.0,,1.0,3.0
119.59239759709313,Background,1.0,0.0,,1.0,3.0
119.94739759709313,Other_Buildings,1.0,0.0,,1.0,3.0
120.38039759709314,Background,1.0,0.0,,1.0,3.0
120.95839759709314,Other_Buildings,1.0,0.0,,1.0,3.0
121.48239759709313,Other_Buildings,1.0,0.0,0.9885895483258844,0.0,3.0
121.88139759709313,Background,1.0,0.0,0.9786272502559238,0.0,3.0
122.07039759709313,Background,,,,,
122.29239759709313,Other_Buildings,,,,,
122.49239759709313,Background,,,,,
122.78039759709313,Background,,,,,
122.89139759709313,Other_Buildings,,,,,
123.20139759709313,Background,,,,,
123.77839759709313,Other_Buildings,,,,,
124.31139759709313,Other_Buildings,,,,,
124.54539759709313,Other_Buildings,,,,,
125.38139759709313,Background,1.0,0.0,0.8912386706948642,0.0,3.0
126.03539759709314,Background,1.0,0.0,0.8749094903997404,0.0,3.0
126.23539759709313,Background,1.0,0.0,0.8699158572819655,0.0,3.0
126.77939759709314,Background,1.0,0.0,0.856333175201618,0.0,3.0
127.44539759709313,Background,1.0,0.0,0.8397043769194277,0.0,3.0
128.64439759709316,Background,0.0,0.0,0.8097675463783676,0.0,
129.19939759709314,Background,0.0,0.0,0.7959102144765424,0.0,
129.49939759709315,Background,0.0,0.0,0.7884197647998802,0.0,
130.04339759709316,TaskBuilding_Residential,0.0,0.0,0.7748370827195326,0.0,
130.44239759709313,Background,0.0,0.0,0.7648747846495718,0.0,
130.59839759709314,Background,0.0,0.0,0.7609797508177074,0.0,
130.93139759709314,Background,0.0,0.0,0.7526653516766124,0.0,
131.33239759709315,Background,0.0,0.0,0.7426531172754738,0.0,
131.58839759709315,Background,0.0,0.0,0.736261266884722,0.0,
132.12139759709314,Background,0.0,0.0,0.722953234625852,0.0,
133.39839759709315,Background,0.0,0.0,0.6910688871688597,0.0,
133.77539759709313,Background,0.0,0.0,0.6816558887418541,0.0,
134.88639759709315,Background,,,,,
135.38639759709315,Background,0.0,0.0,0.6414321739781779,0.0,
135.57539759709314,Background,0.0,0.0,0.6367131906818806,0.0,
135.86339759709315,Background,0.0,0.0,0.6295223589922849,0.0,
136.33039759709314,Global_Landmark,0.0,0.0,0.6178622256622807,0.0,
137.03039759709316,Background,0.0,0.0,0.6003845097500687,0.0,
137.16339759709314,Background,0.0,0.0,0.5970637437267484,0.0,
137.71739759709314,Other_Buildings,0.0,0.0,0.5832313799905121,0.0,
138.04139759709315,Other_Buildings,,,,,
138.26339759709313,Background,,,,,
138.84139759709313,Other_Buildings,0.0,0.0,0.5551671618686176,0.0,
139.17439759709313,Background,,,,,
139.67339759709316,Background,,,,,
140.08439759709316,Background,0.0,0.0,0.524131732041647,0.0,
140.42839759709315,Background,0.0,0.0,0.5155426830790742,0.0,
140.75139759709313,Background,0.0,0.0,0.5074779655938678,0.0,
141.09639759709316,Background,,,,,
141.22939759709314,Background,0.0,0.0,0.495543182442386,0.0,
141.34039759709313,Background,,,,,
141.61739759709315,Background,,,,,
142.00539759709315,Background,0.0,0.0,0.4761678859454196,0.0,
142.14939759709316,Background,0.0,0.0,0.4725724701006217,0.0,
142.39339759709316,Background,0.0,0.0,0.4664802376969365,0.0,
142.67139759709315,Other_Buildings,0.0,0.0,0.4595390876632295,0.0,
143.25939759709314,Other_Buildings,0.0,0.0,0.4448578062969714,0.0,
143.37139759709314,Other_Buildings,0.0,0.0,0.4420613717510174,0.0,
